зверьми	NOUN,anim,masc plur,ablt,Arch
заваленные	PRTF,perf,tran,past,pssv inan,plur,accs
английского	ADJF masc,sing,gent
английского	ADJF anim,masc,sing,accs
английского	ADJF neut,sing,gent
рубить	INFN,impf,tran
поплывём	VERB,perf,intr plur,1per,futr,indc
поплывём	VERB,perf,intr sing,impr,incl
увлеклись	VERB,perf,intr plur,past,indc
волков	NOUN,anim,masc,Sgtm,Surn sing,nomn
волков	NOUN,anim,masc plur,gent
волков	NOUN,anim,masc plur,accs
волков	NOUN,inan,masc plur,gent
направился	VERB,perf,intr masc,sing,past,indc
наши	ADJF,Apro plur,nomn
наши	ADJF,Apro inan,plur,accs
брезжит	VERB,impf,intr sing,3per,pres,indc
звено	NOUN,inan,neut sing,accs
звено	NOUN,inan,neut sing,nomn
прекраснейшая	ADJF,Supr,Qual femn,sing,nomn
храбрее	COMP,Qual
нелепая	ADJF,Qual femn,sing,nomn
личной	ADJF,Qual femn,sing,gent
личной	ADJF,Qual femn,sing,datv
личной	ADJF,Qual femn,sing,ablt
личной	ADJF,Qual femn,sing,loct
личной	ADJF masc,sing,nomn
личной	ADJF inan,masc,sing,accs
личной	ADJF femn,sing,gent
личной	ADJF femn,sing,datv
личной	ADJF femn,sing,ablt
личной	ADJF femn,sing,loct
форме	NOUN,inan,femn sing,loct
форме	NOUN,inan,femn sing,datv
сила	NOUN,inan,femn sing,nomn
сила	NOUN,inan,neut sing,gent
сладкая	ADJF,Qual femn,sing,nomn
зимы	NOUN,inan,femn sing,gent
зимы	NOUN,inan,femn plur,nomn
зимы	NOUN,inan,femn plur,accs
полосок…	UNKN
шёл	VERB,impf,intr masc,sing,past,indc
отдыхает	VERB,impf,intr sing,3per,pres,indc
одиссеем	NOUN,anim,masc,Name sing,ablt
дубиной	NOUN,inan,femn sing,ablt
дубиной	NOUN,anim,femn,Ms-f sing,ablt
нахальства	NOUN,inan,neut sing,gent
нахальства	NOUN,inan,neut plur,nomn
нахальства	NOUN,inan,neut plur,accs
делались	VERB,impf,intr plur,past,indc
свежее	ADJF,Qual neut,sing,nomn
свежее	ADJF,Qual neut,sing,accs
свежее	COMP,Qual
подождал	VERB,perf,tran masc,sing,past,indc
слыхали	VERB,impf,tran plur,past,indc
латы	NOUN,inan,femn sing,gent
латы	NOUN,inan,femn plur,nomn
латы	NOUN,inan,femn plur,accs
латы	NOUN,inan,masc plur,nomn
латы	NOUN,inan,masc plur,accs
расхохотался	VERB,perf,intr masc,sing,past,indc
проводила	VERB,perf,tran femn,sing,past,indc
проводила	VERB,impf,tran femn,sing,past,indc
серебряный	ADJF,Qual masc,sing,nomn
серебряный	ADJF,Qual inan,masc,sing,accs
взбитых	PRTF,perf,tran,past,pssv plur,gent
взбитых	PRTF,perf,tran,past,pssv anim,plur,accs
взбитых	PRTF,perf,tran,past,pssv plur,loct
книзу	ADVB
постучал	VERB,perf,tran masc,sing,past,indc
ужасу	NOUN,inan,masc sing,datv
бабочки?	UNKN
распушился	VERB,perf,intr masc,sing,past,indc
успеем	VERB,perf,intr plur,1per,futr,indc
успеем	VERB,perf,intr sing,impr,incl
гостьи	NOUN,anim,femn sing,gent
гостьи	NOUN,anim,femn plur,nomn
великолепие	NOUN,inan,neut sing,accs
великолепие	NOUN,inan,neut sing,nomn
обломал	VERB,perf,tran masc,sing,past,indc
стихло	VERB,perf,intr neut,sing,past,indc
деревьев	NOUN,inan,neut plur,gent
приглушённый	PRTF,perf,tran,past,pssv,Adjx masc,sing,nomn
приглушённый	PRTF,perf,tran,past,pssv,Adjx inan,masc,sing,accs
нашего	ADJF,Apro neut,sing,gent
нашего	ADJF,Apro masc,sing,gent
нашего	ADJF,Apro anim,masc,sing,accs
прошептала	VERB,perf,tran femn,sing,past,indc
сообщить	INFN,perf,tran
тучах	NOUN,inan,femn plur,loct
будничным	ADJF,Qual masc,sing,ablt
будничным	ADJF,Qual neut,sing,ablt
будничным	ADJF,Qual plur,datv
предатели	NOUN,anim,masc plur,nomn
задыхаясь	GRND,impf,intr pres
гневом	NOUN,inan,masc sing,ablt
втиснулась	VERB,perf,intr femn,sing,past,indc
выглядят	VERB,impf,intr plur,3per,pres,indc
выглядят	VERB,perf,tran plur,3per,futr,indc
незамеченными	ADJF plur,ablt
рев,рычание	NOUN,inan,neut sing,nomn
рев,рычание	NOUN,inan,neut sing,accs
рев,рычание	NOUN,anim,femn,Sgtm,Fixd,Name sing,nomn
рев,рычание	NOUN,anim,femn,Sgtm,Fixd,Name sing,gent
рев,рычание	NOUN,anim,femn,Sgtm,Fixd,Name sing,datv
рев,рычание	NOUN,anim,femn,Sgtm,Fixd,Name sing,accs
рев,рычание	NOUN,anim,femn,Sgtm,Fixd,Name sing,ablt
рев,рычание	NOUN,anim,femn,Sgtm,Fixd,Name sing,loct
сборищ	NOUN,inan,neut plur,gent
причудливо	ADJS,Qual neut,sing
пустите	VERB,perf,tran plur,2per,futr,indc
пустите	VERB,perf,tran plur,impr,excl
королевы	NOUN,anim,femn sing,gent
королевы	NOUN,anim,femn plur,nomn
королёвы	NOUN,anim,GNdr,Ms-f,Pltm,Surn plur,nomn
места…	UNKN
устраиваются	VERB,impf,intr plur,3per,pres,indc
склонившиеся	PRTF,perf,intr,past,actv plur,nomn
склонившиеся	PRTF,perf,intr,past,actv inan,plur,accs
ласковее	COMP,Qual
разводит	VERB,impf,tran sing,3per,pres,indc
появляется	VERB,impf,intr sing,3per,pres,indc
боль	NOUN,inan,femn sing,accs
боль	NOUN,inan,femn sing,nomn
откроется	VERB,perf,intr sing,3per,futr,indc
седую	ADJF,Qual femn,sing,accs
нравится	VERB,impf,intr sing,3per,pres,indc
крохотного	ADJF,Qual masc,sing,gent
крохотного	ADJF,Qual anim,masc,sing,accs
крохотного	ADJF,Qual neut,sing,gent
бдительность	NOUN,inan,femn sing,nomn
бдительность	NOUN,inan,femn sing,accs
погоду	NOUN,inan,femn sing,accs
наговорил	VERB,perf,tran masc,sing,past,indc
потоки	NOUN,inan,masc plur,accs
потоки	NOUN,inan,masc plur,nomn
белая	ADJF,Qual femn,sing,nomn
минутку-другую	ADJF,Apro,Subx femn,sing,accs
научишься	VERB,perf,intr sing,2per,futr,indc
сухой	ADJF,Qual masc,sing,nomn
сухой	ADJF,Qual inan,masc,sing,accs
сухой	ADJF,Qual femn,sing,gent
сухой	ADJF,Qual femn,sing,datv
сухой	ADJF,Qual femn,sing,ablt
сухой	ADJF,Qual femn,sing,loct
сухой	NOUN,anim,masc,Sgtm,Surn sing,nomn
сухой	NOUN,anim,femn,Sgtm,Surn sing,gent
сухой	NOUN,anim,femn,Sgtm,Surn sing,datv
сухой	NOUN,anim,femn,Sgtm,Surn sing,ablt
сухой	NOUN,anim,femn,Sgtm,Surn sing,loct
наказу	NOUN,inan,masc sing,datv
возбудит	VERB,perf,tran sing,3per,futr,indc
пробыла	VERB,perf,intr femn,sing,past,indc
вгляделась	VERB,perf,intr femn,sing,past,indc
военная	ADJF,Qual femn,sing,nomn
покрылась	VERB,perf,intr femn,sing,past,indc
молодец	NOUN,anim,masc sing,nomn
молодец	NOUN,anim,masc sing,nomn
совиной	ADJF,Qual femn,sing,gent
совиной	ADJF,Qual femn,sing,datv
совиной	ADJF,Qual femn,sing,ablt
совиной	ADJF,Qual femn,sing,loct
бы…	UNKN
яснее	COMP,Qual
собор	NOUN,inan,masc sing,accs
собор	NOUN,inan,masc sing,nomn
постоял	ADJS,Qual masc,sing
постоял	VERB,perf,intr masc,sing,past,indc
вал	NOUN,inan,masc sing,nomn
вал	NOUN,inan,masc sing,accs
густом	ADJF,Qual masc,sing,loct
густом	ADJF,Qual neut,sing,loct
третьи	NOUN,inan,neut plur,nomn
третьи	NOUN,inan,neut plur,accs
третьи	ADJF,Anum plur,nomn
третьи	ADJF,Anum inan,plur,accs
бестолковый	ADJF,Qual masc,sing,nomn
бестолковый	ADJF,Qual inan,masc,sing,accs
кипы	NOUN,inan,femn sing,gent
кипы	NOUN,inan,femn plur,nomn
кипы	NOUN,inan,femn plur,accs
шапочки	NOUN,inan,femn sing,gent
шапочки	NOUN,inan,femn plur,nomn
шапочки	NOUN,inan,femn plur,accs
слово	NOUN,inan,neut sing,nomn
слово	NOUN,inan,neut sing,accs
облетел	ADJS masc,sing
облетел	VERB,perf,tran masc,sing,past,indc
пачку	NOUN,inan,femn sing,accs
зулиндрехе	NOUN,inan,masc sing,loct
зулиндрехе	NOUN,inan,femn sing,datv
зулиндрехе	NOUN,inan,femn sing,loct
зулиндрёхе	NOUN,anim,masc sing,loct
зулиндрёхе	NOUN,inan,masc sing,loct
зулиндрёхе	NOUN,anim,femn sing,datv
зулиндрёхе	NOUN,anim,femn sing,loct
чародеев	NOUN,anim,masc plur,gent
чародеев	NOUN,anim,masc plur,accs
воспрянули	VERB,perf,intr plur,past,indc
побью	VERB,perf,tran sing,1per,futr,indc
деревянной	ADJF femn,sing,gent
деревянной	ADJF femn,sing,datv
деревянной	ADJF femn,sing,ablt
деревянной	ADJF femn,sing,loct
величайшая	ADJF,Supr femn,sing,nomn
полёту	NOUN,inan,masc sing,datv
классный	ADJF,Qual masc,sing,nomn
классный	ADJF,Qual inan,masc,sing,accs
заняло	VERB,perf,tran neut,sing,past,indc
задохлись	VERB,impf,intr sing,impr,excl
задохлись	VERB,perf,intr sing,impr,excl
задохлись	VERB,perf,intr plur,past,indc
делайте	VERB,impf,tran plur,impr,excl
гриффла	NOUN,inan,masc sing,gent
сверкает	VERB,impf,intr sing,3per,pres,indc
острие	NOUN,inan,neut sing,loct
остриё	NOUN,inan,neut sing,nomn
остриё	NOUN,inan,neut sing,accs
простукивать	INFN,impf,tran
посмеет	VERB,perf,intr sing,3per,futr,indc
ящиков	NOUN,inan,masc plur,gent
столица	NOUN,inan,femn sing,nomn
понимала	VERB,impf,tran femn,sing,past,indc
входили	VERB,impf,intr plur,past,indc
разбойники	NOUN,anim,masc plur,nomn
блестела	VERB,impf,intr femn,sing,past,indc
климат	NOUN,inan,masc sing,nomn
климат	NOUN,inan,masc sing,accs
принося	GRND,impf,tran pres
посадить	INFN,perf,tran
днище	NOUN,inan,neut sing,nomn
днище	NOUN,inan,neut sing,accs
днище	NOUN,inan,neut sing,loct
задал	VERB,perf,tran masc,sing,past,indc
опасности	NOUN,inan,femn sing,gent
опасности	NOUN,inan,femn sing,datv
опасности	NOUN,inan,femn sing,loct
опасности	NOUN,inan,femn plur,nomn
опасности	NOUN,inan,femn plur,accs
хвастливые	ADJF,Qual plur,nomn
хвастливые	ADJF,Qual inan,plur,accs
происходило	VERB,impf,intr neut,sing,past,indc
заменяла	VERB,impf,tran femn,sing,past,indc
дразнить	INFN,impf,tran
верховой	ADJF masc,sing,nomn
верховой	ADJF inan,masc,sing,accs
верховой	ADJF femn,sing,gent
верховой	ADJF femn,sing,datv
верховой	ADJF femn,sing,ablt
верховой	ADJF femn,sing,loct
верховой	ADJF femn,sing,gent
верховой	ADJF femn,sing,datv
верховой	ADJF femn,sing,ablt
верховой	ADJF femn,sing,loct
верховой	NOUN,anim,masc sing,nomn
уныло	ADVB
уныло	ADJS,Qual neut,sing
чудовищное	ADJF,Qual neut,sing,nomn
чудовищное	ADJF,Qual neut,sing,accs
любопытства	NOUN,inan,neut sing,gent
любопытства	NOUN,inan,neut plur,nomn
любопытства	NOUN,inan,neut plur,accs
левый	ADJF,Qual masc,sing,nomn
левый	ADJF,Qual inan,masc,sing,accs
левый	NOUN,anim,masc sing,nomn
ровная	ADJF,Qual femn,sing,nomn
погрузила	VERB,perf,tran femn,sing,past,indc
владениях	NOUN,inan,neut plur,loct
скамьями	NOUN,inan,femn plur,ablt
нарушило	VERB,perf,tran neut,sing,past,indc
нервы	NOUN,inan,masc plur,nomn
нервы	NOUN,inan,masc plur,accs
счастью	NOUN,inan,neut sing,datv,V-be
счастью	NOUN,inan,neut sing,datv
юго-восточный	ADJF masc,sing,nomn
юго-восточный	ADJF inan,masc,sing,accs
наводивших	PRTF,impf,tran,past,actv plur,gent
наводивших	PRTF,impf,tran,past,actv anim,plur,accs
наводивших	PRTF,impf,tran,past,actv plur,loct
куда-нибудь	ADVB
вызовем	VERB,perf,tran plur,1per,futr,indc
вызовем	VERB,perf,tran sing,impr,incl
олух	NOUN,anim,masc sing,nomn
злобе	NOUN,inan,femn sing,loct
злобе	NOUN,inan,femn sing,datv
типа	NOUN,inan,masc sing,gent
типа	PREP
типа	CONJ,Prnt
типа	NOUN,anim,masc sing,gent
типа	NOUN,anim,masc sing,accs
принцем…	UNKN
текла	VERB,impf,intr femn,sing,past,indc
жаболап	NOUN,inan,femn plur,gent
жаболап	ADJS,Qual masc,sing
жаболап	NOUN,anim,masc sing,nomn
лекарства	NOUN,inan,neut sing,gent
лекарства	NOUN,inan,neut plur,nomn
лекарства	NOUN,inan,neut plur,accs
стыдись	VERB,impf,intr sing,impr,excl
потемнел	VERB,perf,intr masc,sing,past,indc
беды	NOUN,inan,femn sing,gent
беды	NOUN,inan,femn plur,nomn
беды	NOUN,inan,femn plur,accs
положено	PRTS,perf,past,pssv neut,sing
положено	ADJS,Qual neut,sing
надвигаясь	GRND,impf,intr pres
знание	NOUN,inan,neut sing,nomn
знание	NOUN,inan,neut sing,accs
одеколоном	NOUN,inan,masc sing,ablt
сердитые	ADJF,Qual plur,nomn
сердитые	ADJF,Qual inan,plur,accs
пожаловали	VERB,perf,tran plur,past,indc
скотинка	NOUN,inan,femn sing,nomn
скотинка	NOUN,anim,femn sing,nomn
присутствием	NOUN,inan,neut sing,ablt
богини	NOUN,anim,femn sing,gent
богини	NOUN,anim,femn plur,nomn
осмелились…	UNKN
умирали	VERB,impf,intr plur,past,indc
дриадах	NOUN,anim,femn plur,loct
тяжёлой	ADJF,Qual femn,sing,gent
тяжёлой	ADJF,Qual femn,sing,datv
тяжёлой	ADJF,Qual femn,sing,ablt
тяжёлой	ADJF,Qual femn,sing,loct
изгороди	NOUN,inan,femn sing,gent
изгороди	NOUN,inan,femn sing,datv
изгороди	NOUN,inan,femn sing,loct
изгороди	NOUN,inan,femn plur,nomn
изгороди	NOUN,inan,femn plur,accs
поголовно	ADVB
поголовно	ADJS,Qual neut,sing
наедине	ADVB
когда	CONJ
когда	ADVB,Ques
многомудрый	ADJF,Qual masc,sing,nomn
многомудрый	ADJF,Qual inan,masc,sing,accs
окружённом	PRTF,perf,tran,past,pssv masc,sing,loct
окружённом	PRTF,perf,tran,past,pssv neut,sing,loct
внутренней	ADJF femn,sing,gent
внутренней	ADJF femn,sing,datv
внутренней	ADJF femn,sing,ablt
внутренней	ADJF femn,sing,loct
внутренней	COMP V-ej
прекрасное	ADJF,Qual neut,sing,accs
прекрасное	ADJF,Qual neut,sing,nomn
грибной	ADJF masc,sing,nomn
грибной	ADJF inan,masc,sing,accs
грибной	ADJF femn,sing,gent
грибной	ADJF femn,sing,datv
грибной	ADJF femn,sing,ablt
грибной	ADJF femn,sing,loct
успело	VERB,perf,intr neut,sing,past,indc
именно	PRCL
наветренной	ADJF femn,sing,gent
наветренной	ADJF femn,sing,datv
наветренной	ADJF femn,sing,ablt
наветренной	ADJF femn,sing,loct
надеваю	VERB,impf,tran sing,1per,pres,indc
переговаривались	VERB,impf,intr plur,past,indc
боязни	NOUN,inan,femn sing,gent
боязни	NOUN,inan,femn sing,datv
боязни	NOUN,inan,femn sing,loct
боязни	NOUN,inan,femn plur,nomn
боязни	NOUN,inan,femn plur,accs
научно	ADVB
научно	ADJS,Qual neut,sing
школах!	UNKN
бодрящий	ADJF masc,sing,nomn
бодрящий	ADJF inan,masc,sing,accs
бодрящий	PRTF,impf,tran,pres,actv masc,sing,nomn
бодрящий	PRTF,impf,tran,pres,actv inan,masc,sing,accs
отъявленную	ADJF femn,sing,accs
восхищения	NOUN,inan,neut sing,gent
восхищения	NOUN,inan,neut plur,nomn
восхищения	NOUN,inan,neut plur,accs
потрудился	VERB,perf,intr masc,sing,past,indc
идёт	VERB,impf,intr sing,3per,pres,indc
звучавшие	PRTF,impf,intr,past,actv plur,nomn
звучавшие	PRTF,impf,intr,past,actv inan,plur,accs
валяться	INFN,impf,intr
пастью	NOUN,inan,femn sing,ablt
считается	VERB,impf,intr sing,3per,pres,indc
иголку	NOUN,inan,femn sing,accs
одним	ADJF,Apro plur,datv
одним	ADJF,Apro masc,sing,ablt
одним	ADJF,Apro neut,sing,ablt
пряный	ADJF,Qual masc,sing,nomn
пряный	ADJF,Qual inan,masc,sing,accs
милый	ADJF,Subx,Qual masc,sing,nomn
милый	ADJF,Subx,Qual inan,masc,sing,accs
зубцы	NOUN,inan,masc plur,nomn
зубцы	NOUN,inan,masc plur,accs
круг	NOUN,inan,masc sing,nomn
круг	NOUN,inan,masc sing,accs
прощался	VERB,impf,intr masc,sing,past,indc
воротах	NOUN,inan,masc plur,loct
воротах	NOUN,inan,GNdr,Pltm plur,loct
противные	ADJF,Qual plur,nomn
противные	ADJF,Qual inan,plur,accs
быть	INFN,impf,intr
вылезут	VERB,perf,intr plur,3per,futr,indc
вылезут	VERB,perf,intr plur,3per,futr,indc
вооружены	ADJS plur
вооружены	PRTS,perf,past,pssv plur
создан	PRTS,perf,past,pssv masc,sing
хоре	NOUN,inan,masc sing,loct
хоре	NOUN,anim,masc sing,loct
таинственным	ADJF,Qual masc,sing,ablt
таинственным	ADJF,Qual neut,sing,ablt
таинственным	ADJF,Qual plur,datv
дальнозором	NOUN,inan,masc sing,ablt
отступил	VERB,perf,intr masc,sing,past,indc
ягоды	NOUN,inan,femn sing,gent
ягоды	NOUN,inan,femn plur,nomn
ягоды	NOUN,inan,femn plur,accs
живая	ADJF,Qual femn,sing,nomn
живая	GRND,impf,intr pres
знаете	CONJ,Prnt
знаете	VERB,impf,tran plur,2per,pres,indc
пропитывал	VERB,impf,tran masc,sing,past,indc
дни	NOUN,inan,masc plur,accs
дни	NOUN,inan,masc plur,nomn
искажено	PRTS,perf,past,pssv neut,sing
дриады	NOUN,anim,femn sing,gent
дриады	NOUN,anim,femn plur,nomn
бедный	ADJF,Qual masc,sing,nomn
бедный	ADJF,Qual inan,masc,sing,accs
бедный	NOUN,anim,masc sing,nomn
западному	ADJF,Qual masc,sing,datv
западному	ADJF,Qual neut,sing,datv
